@relation comentarios_base
@attribute comment string
@attribute classificador {positivo, negativo, neutro}
@data
"boa tarde", neutro
"boa tarde senador excelente trabalho", neutro
"boa tarde senador", neutro
"presidente brasil senador boa tarde", neutro
"senador deixa ficar proxima eleicao senhor vai assumir", neutro
"boa tarde senador", neutro
"boa tarde senhor senador", neutro
"povo brasileiro sendo conduzido gado matadouro pois mandava pais frigorifico", neutro
"boa tarde alvaro diasforca", neutro
"senador presidente senhor reduzira imposto produtos estimular mercado forcando empresas contratarem tanto funcionarios efetivos temporarios solucao curto prazo estimular criacao empregos", neutro
"boa tarde senador alvaro", neutro
"porque lula preso ontem pra sair preso", neutro
"boa tarde alvaro", neutro
"merda acontecendo", neutro
"boa tarde", neutro
"porque alguns condenados preso estancia lula boa tarde teclo felixlandia minas gerais", neutro
"senador boa tarde lula ladrao", neutro
"senador alvaro boa tarde", neutro
"regiao catanduva rio preto marilia prudente aracatuba franca barretos votuporanga santa sul carlos junto neste projeto moralidade politica", neutro
"vamos conterraneo rumo presidencia desse brasil forca trabalho serio abraco", neutro
"podemos mudar rumo brasil", neutro
"senhor acredita prisao lula", neutro
"boa tarde deus abencoe", neutro
"candidato senador alvaro diasdeputado nenhumtada dificil tanta corrupcao generalizada todo pais virou pragacomo confiar candidatos qdo entra participar fica lado caciques comanda tudomas brasileiro brasil forte venceremosviva brasil", neutro
"boa tarde senador", neutro
"bao tarde futuro presidente", neutro
"boa tarde siga caminho admiro abraco", neutro
"boa tarde", neutro
"boa tarde senador admiro abracos", neutro
"comecar lula novo", neutro
"projeto forum previlegiado virou cinzas", neutro
"arrumou parana pode arrumar brasil", neutro
"bolsonaro ganhar ficara evidente fraude urnas pois 80do povo vota bolsonaro", neutro
"", neutro
"pensa sindicalista arrogante ainda protecao lei atrapalhar quer trabalhar brasil todo sindicalistamas agora reu espero cumpra penadr sergio moro magistrado brilhante brasil", neutro
"enquanto questionando vai dizer filhos netos muitos brasileiros perguntam vao dar pra comer filhos netos diante caos brasil encontra causa desse tipo politico mentiroso escrupulos", negativo
"abusado batata assando justica existe pra tbem somostodoslavajato", neutro
"sujeito escroto cita sempre familia tentando sensibilizar julgadores", neutro
"ninguem cai conversa desse cidadao tudo somente consumo interno militancia", neutro
"oque sergio moro ver netos bisneta envolva familia defenda homem", neutro
"safado pretensioso aposentado invalidez falta pedaco dedo vai trabalhar", negativo
"diz pobrezinho discursos vive luxo falas dignas enganador", neutro
"presuncoso etica moral alem cinismo grande marca pais livrou desse mal gracas deus", neutro
"tantas provasporque prendem logo acaba circo palhacada", neutro
"kkkkk rir criatura dessasimplesmente ridiculo acredito ocupou cadeira presidenciaafff", neutro
"abusado homemquero ver hora prestar contas deusse vai ser tao arrogante ponto chega dar pena dessa almaroubou milhoes nacaoas consequencias viram familia mao senhor pesara geracoes", neutro
"toma lula canalha", neutro
"depende valores passou filhos netos bisneta enqto sabe nada inocente aff", neutro
"vergonha barbaro ter sido presidente brasil", neutro
"firmeza moro", neutro
"lularapio verme criminoso acha deus", neutro
"bizarro", neutro
"vagabundo chama luiz inacio ladrao silva sei chamam aberracao ainda presidente julgamento onde reu ali nada ser bandido outro qualquer arrogante sinal falar olhar oito netos alguma moral pra desde comecou carreira vagabundo labia encantava monte jumentos invadir terras muitos trabalharam ter nojo desse cara desde primeiro dia gracas deus nunca acreditei nesse lixo", neutro
"engracado palocci falsodissimulado capaz inventar mentiras verdadeiras verdade pessoa perigosa braco direito entendi rsrsrsss juiz sergio moro bobeou nessa hora perguntou lula senhor sabia indole palocci continuou ser amigo telo braco direito", neutro
"deus chocada falta respeito desse homem tentando fazer querido chamando procuradora querida questionando juiz sergio moro poste tentando fazer xixi cachorro", neutro
"hora meter mao pensou consequencias molusco toma agora qdo bicho pega lembram deus joesley apegou terco tds dizem inocentes santos outros choram comedia", neutro
"todo esquema projeto criminoso poder lula montou conluio empreiteiras atraves desvios bilionarios estatais petrobras bndes comprando base aliada congresso mensalao petrolao enriquecendo filhos burocratas partidos aliados ainda cima remetendo parte dinheiro publico desviado ditaduras companheiras america latina africa desbaratado desespero rei ficou lula sabe tentar denegrir imagem mpf juiz sergio moro velha suja tatica assassinato reputacoes usa contra contraria interesses orcrim vai funcionar pois lula condenado corrupcao lavagem dinheiro processos criminais agora vai acontecer processos restantes destino cadeia fim lata lixo historia", neutro
"senador conhece bem praca generoso marques menores ctba escolhida discurso caranao cabem pessoas nao metade disto nisto lula transformaram", neutro
"moro responde tanta tranquilidade tanta firmeza lula fica desconsertado muita arrogancia querer confrontar juiz faz pra enganar poucos eleitores ainda acreditam nele", neutro
"luladrao pensasse familia sido homem honesto carater filhos juiz orgulho pai vergonha mundial faco ideia familia palavroes baixaria pra todo lado", neutro
"vagabundo desses sempre vitimizando todo mundo mentiroso todo mundo caluniando mpf todo mundo perseguindo fala verdade sabia nenhum escandalo tava meio nada todo mundo menos kkkkk ser doido pra acreditar canalha desses", neutro
"entendo senhor deseja postoele fala claramente decisao pessoal ter condenado lula provas base relacao premiadao povo acompanha sabeo juiz realmente pode estar acima lei vivendo hoje corrupcao todos poderes stf policia federal garante sendo parcial decisoes deleta dificil escolher lado tantas pessoas provas substancias ruas outros delacao provas", neutro
"espero justica feita nesse pais acostumado injusticas desse pais aparecer cidadao juiz favor brasil mostrou brasil justica ainda jeito parabens excelentissimo drjuiz sergio moro juntos", neutro
"pasmem cansa contrario quer vencer todos cansaco pena brasil poderia ter saido melhor passagem desse presidente recebeu voto roguei fez pior tantos outros xingados adianta tirar milhoes miseria descer tantos outros milhoes classe media baixa deixou preservado topo piramide claro reservou quinhao triste deu cotas alicerce fundamental", neutro
"analfabeto lula entende imparcial sabe deve ser atributo juiz deve julgar paixao aderindo nenhuma partes sacrificar verdade consciencia deve julgar fatos contidos processo desapaixonadamente reto justo tudo conformidade leis aplicaveis caso concreto", neutro
"absurdo acha acima tudo todos fazer perguntas juiz conhece pronomes tratamento dirigir procuradora tratandoa total intimidade chamandoa querida usar familia filhos netos nessa sujeirada toda usar povo todo vestido vermelho massa manobra mostrar apoio faz solto ainda", neutro
"bandido pior especie canhalha rouba pais forma quadrilha ainda senti injusticado piada parabens juiz sergio moro equilibrio decencia sabedoria tratar picareta", neutro
"resposta bem dada juiz centrado parte gostei cabe fazer pergunta sim pra discutir processo anterior julgo culpadokkkkksujeito escrupulos lula", neutro
"lulanao palavras classificalo restanos apenas justica feita encaminhado local onde deveria estarna prisao alem disso todos bens confiscados devolvidos direito", neutro
"fazendo coitadinho imundo porco vigarista imparcialidade netos vao carregar pra sempre escutar ficar quietinhos avo maior ladrao brasil lulanacadeia", neutro
"ignorante querendo prevalecer tanta falta respeito ironia vergonha povo brasileiro sentenca vai dar resposta merece colocar devido lugar parabens sergio moro vez brilhante", neutro
"parece bagre ensaboado quer livrar toda maneira gostaria expresidente lula tomasse menos vez vida postura homem assumir pagar erros ficaria bonito tentar ficar escondendo lado outro", neutro
"continua simplificacao portugues vossa excelencia virou querido juiz querida procuradora parabens senhora procuradora exigiu tratamento adequado funcao governamental contrario senhor juiz deu razao porem percebeu ter sido tratado querido presidente lula", neutro
"apoio moro imparcial implacavel mansidao serenidade responder perguntas inconvenientes possiveis cara culpado tenta fazer vitima pode ser tao oportunista arrogante lula", neutro
"nome disso arrogancia doentia alem criatura pensa melhor maior livre qualquer punicao lula passa coisacoisa ruim estragada lixo estrume dejeto", neutro
"bandido acha deus verdade capeta lula anti cristo biblico hitler stalin fidel lula", neutro
"homem presidente anos atoa brasil encontra nessa situacaonao sei burro faz sabemos junto corja ainda continuam poderfizeram maior assalto historia brasil", neutro
"lula diz marisa cuidava tudo sobre apartamento falar nada pra outra situacao fala moro existisse algo marisa certamente falaria pra precisa decidir marisa fala fala contradicoes", neutro
"sergio moro parabens povo brasileiro agradece coracao bom deus proteja todos poder prosseguir contra bandidos novamente obrigado", neutro
"pigunco comedor capim cagou todo tomou cara representante ministerio publico sempre vossa excelencia juiz sergio moro arrasou pigunco debochado ordenando calasse determinados assuntos desrespeitava sempre mentiroso debochado descarado simplesmente lixo", neutro
"prepotencia arrogancia deste senhor barbudo ter poder faz tudo incutir responsabilidade senhora falecida desrespeitar autoridade maxima frente nadaimaginem der poder molusco", neutro
"extremamente arrogante juiz sergio moroooooooooooo paciente educado frente pessoa tao mal educado dissimulado desiquilibrado sabe comportar diante autoridade deveria sai algemado presoos netos saber maior corruptoooooooooooo historia", neutro
"lula cara cachorro existe brasil respeita justica aceita ser justica justica existe outros pode cidadao deste pode ter sido presidente brasil dois mandatos cara nao respeita justica acha acima tudo inclussice justica acho absurdo ter desrespeitado juiz sergio moro ter saido algemado audiencia", neutro
"safado vergonha colocar culpa finada fdp cara pau trechos conversa fala sabia finada marisa cara pau dai gota vergonha cara senador alvaro dias presidente", neutro
"pode deus pessoa ter conviccao julgar outra brasil acontece tipo coisas cade provas lula inocente pior tudo povo querer enxergar acontecendogente daqui pouco vceles todos vamos ser julgados conviccoesmeu deus pais partido gente povo cega", neutro
"esperando justica prender meliante tempo justica sendo amplamente parcial brasileiro furtado bens objetos arte joias publicoas palacio planalto estaria preso bandido continua solto agora justica sendo imparcial rigor leis bandido todas manobra possiveis", neutro
"incrivel acreditam lula coitado filho vantagem aviao repente empresario formula tanto pmdb que limpar tudo justica faca parte brasil limpo canalhashospitais falidos paga corredor hospitais lute que todos contra nacao vao responder crimes distincao partidos politico todos culpados pensao neles brasileiros unir importando partidos politico brasil unidos reformas", neutro
"sergio moro homem competente muita paciencia suportar ficar frente ser asqueroso mentiroso arrogante prepotente sinico criminoso interrogando aturando abusos parabens sergio moro educacao competencia paciencia", neutro
"lula cara preconceituoso relacao pobre passou planalto sempre odiou pobreza assim tal traficante morro usa suposta empatia pobreza fazer uso garantindose assim poder enriquecendo enquanto pobres joga migalhas metodo fez aliados juntos levaram brasil bancarrota lula distribue cartoes cotas troca votos antes trocava voto dentadura assim cabestreia ridiculo", neutro
